url,name,description,thumbnail_url,download_url,tags,rating,developer,category,downloads,file_size,last_updated,version,scraped_at,content_hash
https://visualskins.com/skin/rks-dreamz,RKS Dreamz Rainmeter Skin,"This rainmeter skin is a decorative clock with three circular stripes of different colors. These stripes represent the seconds, minutes, and hours. These stripes revolve around the digital clock dial between the stripes. You can change the colors of the stripes, the size of the skin and the placement of skin according to your preferences. The colorful rotating stripes will make your desktop more vivid and flamboyant.",https://visualskins.com/i/c/600x400/media/p/659/rks-dreamz-rainmeter.jpg,https://visualskins.com/media/p/659/rks-dreamz.rmskin,clock,4.5 by 2 votes,RKsaikia,Clock,,34.1 KB,8-Jun-21,,2025-05-30T08:12:05.650279,462048655f3387d0f6209df87638a918
https://visualskins.com/skin/clock-million-times,Clock Million Times Rainmeter Skin,"This innovative and unique rainmeter skin is a large clock which rotates at the same time and displays the current time. The settings and configurations are easily modifiable according to your preferences. The innovative idea behind this skin makes it more appealing, and it will make your desktop more inventive and awesome.",https://visualskins.com/i/c/600x400/media/p/721/clock-million-times-rainmeter.jpg,https://visualskins.com/media/p/721/clock__million_times_1_0.rmskin,clock,,testdeviant5,Clock,,256.9 KB,2-Jun-21,1,2025-05-30T08:12:05.789016,cfd568673ab6e28806f952adfa5350b2
https://visualskins.com/skin/simplistic-analog-clock,Simplistic Analog Clock Rainmeter Skin,"Analog clocks are pretty much replaced by digital clocks in electronic devices, but still, they are not outdated in real life. Analog clocks are always considered simple and elegant. If you want to have an analog clock on your computer desktop, this rainmeter skin is made for you. The skin is resizable and flexible, along with the elegant look. This simple white analog clock rainmeter skin with black background is perfect for your desktop to make it classier than ever.",https://visualskins.com/i/c/600x400/media/p/682/simplistic-analog-clock-white-rainmeter.jpg,https://visualskins.com/media/p/682/simplistic_analog_clock.rmskin,clock,,Zaid-Soap,Clock,,66.2 KB,"Feb. 18, 2021",,2025-05-30T08:12:05.801758,835c30d27ffe1a7464625fb0cf7bdb86
https://visualskins.com/skin/radar-clock-2,Radar Clock 2 Rainmeter Skin,"Are you a tech lover and want your computer desktop to look more advanced? This rainmeter skin is waiting for you. It is a creative skin in which a radar theme is used for a clock. It is available in 2 themes, and size can be either big or tiny according to your choice. The bezel and face are fully tint-able, and you can choose any of your desired color combinations. The creative and high-tech looks of the skin will make your desktop look more advanced and innovative.",https://visualskins.com/i/c/600x400/media/p/724/radar-clock-2-rainmeter.jpg,https://visualskins.com/media/p/724/radar_clock_2.rmskin,clock,,CybOrSpasm,Clock,,236.4 KB,"Feb. 18, 2021",,2025-05-30T08:12:06.052414,a3c689d5fb7758470f860a661290b209
https://visualskins.com/skin/grid-clockvisualizer,Grid Clock/Visualizer Rainmeter Skin,"Audio Visualizers always have been the favorites of the youth. This skin for rainmeter is a simple clock, but the interesting part is that it becomes a full-time visualizer when the beat drops. The configurations of the skin are easily modifiable according to your personal preferences. You will certainly enjoy this clock visualizer on your desktop.",https://visualskins.com/i/c/600x400/media/p/680/rainmeter-grid-clockvisualizer-rainmeter.jpg,https://visualskins.com/media/p/680/grid_clock_visualizer.rmskin,"clock, visualizer",,smithxtt,Clock,,3.1 KB,"Aug. 14, 2019",,2025-05-30T08:12:06.100564,7fb039e52fdc55108ed6405004aabf3b
https://visualskins.com/skin/energy-clock,Energy Clock Rainmeter Skin,"If you are young or a teenager, you must have a lot of energy, and if youre old, you must remember your energetic childhood. This rainmeter skin in the form of an energy clock might lift your energy level when you feel lazy. One can change the color of word day as well. It uses very less data and has fast weather loading. The settings and configurations are easily modifiable. You will always feel more energetic when you see this skin on your pc desktop.",https://visualskins.com/i/c/600x400/media/p/718/energy-clock-rainmeter.jpg,https://visualskins.com/media/p/718/energy_clock.rmskin,"clock, time and date",,xxenium,Clock,,77.1 KB,2-Jun-21,,2025-05-30T08:12:06.304044,f3b400f6ad1ada80f39aa2a70b1597e1
https://visualskins.com/skin/shadow-clock,Shadow Clock Rainmeter Skin,"This rainmeter skin displays a digital clock with day and date. The transparent font of the text of the clock and date creates a shadowy look in the skin. The font is also fancy, which makes it more stylish. You can resize the skin according to your preferences and place it anywhere on the screen. The skin is easily configurable through the Settings panel. The stylish and transparent font of the skin makes it different and unique from the traditional clock skins.",https://visualskins.com/i/c/600x400/media/p/716/shadow-clock-rainmeter.jpg,https://visualskins.com/media/p/716/shadow_clock_1_0.rmskin,"clock, time and date",,SugMadik,Clock,,151.1 KB,8-Jun-21,1,2025-05-30T08:12:06.318404,5791ed12e11269e36c6f1d17c6c04783
https://visualskins.com/skin/neoclock,NeoClock Rainmeter Skin,What is more elegant and attractive than a classic and sleek clock right on your desktop? This super cool Neo Clock Rainmeter skin offers clock sign widget in neon style to make your desktop more stylish and charming. You can set different designs for clocks according to your desire. You also have the freedom to change the size and place of the clock on your desktop to enjoy this cool skin.,https://visualskins.com/i/c/600x400/media/p/741/neoclock-rainmeter.jpg,https://visualskins.com/media/p/741/neoclock.rmskin,clock,,MrSneakyPhotoShop,Clock,,2.7 MB,"Aug. 21, 2019",,2025-05-30T08:12:06.518818,d4f6b1f6de8a2491e3b5945f0a1c8235
https://visualskins.com/skin/somethings-fishy-clock,Something's Fishy Clock Rainmeter Skin,"When it comes to choosing the best Rainmeter widgets, you can literally find numerous options. It features a number of skins for Windows desktops, but Something's Fishy Clock Rainmeter skin is pretty amazing. It features a unique clock in which an animated cat is sitting over a bowl where the clock is situated. It looks pretty impressive and creative.",https://visualskins.com/i/c/600x400/media/p/609/somethings-fishy-clock-rainmeter.jpg,https://visualskins.com/media/p/609/somethings-fishy-clock.rmskin,"clock, time and date",5.0 by 2 votes,CybOrSpasm,Clock,,75.3 KB,"Oct. 1, 2018",,2025-05-30T08:12:06.588440,2891f41dde77bb33f97fb86f4a25298c
https://visualskins.com/skin/astroclock,ASTROClock Rainmeter Skin,Never stay unaware of the exact time and date as well as how much time is left till the sun rises or sets in your region with this rainmeter skin on your hands. The amazing clock widget that appears right on your home screen in the center can be chosen in whatever size you like and you can also customize the skin in terms of what time-variant you need. Using the rainmeter widgets of this specific skin are not only easy but also look really satisfying to see sun and moon position for 24 hours.,https://visualskins.com/i/c/600x400/media/p/699/astroclock-rainmeter.jpg,https://visualskins.com/media/p/699/astroclock.rmskin,clock,,xxenium,Clock,,4.3 MB,"Nov. 26, 2019",,2025-05-30T08:12:06.757675,c344728fc52bece7a110898fc19f011e
https://visualskins.com/skin/code-clock,Code Clock Rainmeter Skin,Rainmeter is a providing a variety of ways to customize the desktop and offer it a glorious appeal. The Code Clock Rainmeter skin is another skin designed to provide the Windows PC users with another great option in barcode clocks. This clock shows the time below the barcode. Your desktop will look pretty unique with this clock.,https://visualskins.com/i/c/600x400/media/p/618/code-clock-rainmeter.jpg,https://visualskins.com/media/p/618/code-clock.rmskin,clock,4.7 by 3 votes,pixeless,Clock,,22.2 KB,"Oct. 3, 2018",,2025-05-30T08:12:06.991833,bbc4b00e104ad179dcaeb16faed9db9c
https://visualskins.com/skin/8-bit-clock,8-Bit Clock Rainmeter Skin,A lot of Windows PC users are now using the Rainmeter suite to personalize and improvise the way their desktop appears. They are using a variety of Rainmeter skins to make their desktop look high-tech and unique. The 8-Bit Clock Rainmeter Skin provides a completely new way of checking the time on the desktop. This unique clock is a wonderful addition for personalized desktops.,https://visualskins.com/i/c/600x400/media/p/617/8-bit-clock-rainmeter.jpg,https://visualskins.com/media/p/617/8-bit-clock.rmskin,clock,4.5 by 2 votes,OsricWuscfrea,Clock,,1.9 KB,"Oct. 3, 2018",,2025-05-30T08:12:07.017696,81abc4e2693a532a2dc2fb4439121ce5
https://visualskins.com/skin/xclock,Xclock Rainmeter Skin,A number of funky Rainmeter skins are luring Windows PC users across the globe. The Xclock Rainmeter Skin is a bit different because it features a very unique clock to display time. You can change the backdrop and set this clock anywhere on your PC. It will certainly enhance the visual appeal of your desktop.,https://visualskins.com/i/c/600x400/media/p/600/xclock-rainmeter.jpg,,clock,5.0 by 4 votes,Burnwell88,Clock,,260.5 KB,"Sept. 25, 2018",,2025-05-30T08:12:07.055550,9ebf2fda89a68378b3a526f5687d3d4c
https://visualskins.com/skin/elementary-3,Elementary 3.0,"With Elementary 3.0 rainmeter skin, you can get everything and anything on your desktop. The theme consists of several options, and you get a digital clock, weather widget and a widget that shows date. Above that, there is an uptime that will show you the exact time in hours and minutes in both digital and analog format. With that, you get web search and notes on the side and under that, you get cpu usage, ram usage, computer drives, and internet usage.",https://visualskins.com/i/c/600x400/media/p/575/elementary-rainmeter.jpg,https://visualskins.com/media/p/575/elementary.rmskin,"clock, CPU, HDD, minimalism, network, notes, RAM, search, system monitor, themes",5.0 by 1 votes,FlyingHyrax,Themes,,518.2 KB,"Sept. 17, 2018",,2025-05-30T08:12:07.796859,570b62c5820052a6046cedf8958492e9
https://visualskins.com/skin/inside-dream,Inside Dream,"This aesthetic and charismatic rainmeter skin can do a lot of things for you. You can see the date and time, current weather, and the weather forecast on the skin. A music player and visualizer is also available. You can add lots of shortcut icons on the launcher. The skin is resizable and you can easily configure it. The text color and font face can be easily modified. The useful features and beautiful color combinations will make you updated and your desktop decorated, respectively.",https://visualskins.com/i/c/600x400/media/p/707/inside-dream-rainmeter.jpg,https://visualskins.com/media/p/707/inside_dream_1_0.rmskin,"launcher, music, themes, time and date, visualizer",,Nasirivand,Themes,,2.8 MB,15-Jun-21,1,2025-05-30T08:12:08.040554,24d9dcdce137fcd25c8656f122225eaa
https://visualskins.com/skin/cantarell,Cantarell,"If you want to monitor the usage details of your computer along with keeping yourself updated about all the main things, this rainmeter suite is perfect for you. You can choose any widget you want and shows all the info about your computer. You also can have a music player and a music visualizer using this on your desktop screen. The settings are easily configurable. You can change the size and placement of the skin using mouse click operations easily. This informative and cool themed skin is full of many other features and waiting for you to discover them.",https://visualskins.com/i/c/600x400/media/p/676/cantarell-rainmeter.jpg,https://visualskins.com/media/p/676/cantarell.rmskin,"clock, CPU, HDD, minimalism, music, network, RAM, system monitor, themes, time and date",,HipHopium,Themes,,996.9 KB,8-Jun-21,,2025-05-30T08:12:08.195221,46147986fb56382aa910d01f8b23892f
https://visualskins.com/skin/north-green,North Green,"If you are a lover of nature, you would not be unaware of the phenomenon of Northern Lights when the sky is brightened up with a green aurora. It is a very rare phenomenon, but you can have a rainmeter skin with a northern lights theme. It is a theme that displays all the information and performance of your pc with a north green color theme, which is satisfying to the human eyes. It gives you weather info, location, and music player as well. It has a launch bar with restart/shutdown buttons and volume control.",https://visualskins.com/i/c/600x400/media/p/726/north-green-rainmeter.jpg,https://visualskins.com/media/p/726/north_green_1_0_2.rmskin,"launcher, music, system monitor, themes, time and date, visualizer, volume, weather",,brax64,Themes,,2.0 MB,2-Jun-21,1,2025-05-30T08:12:08.213324,a96695b3f7ff44a78745cd9ebf4cb8ec
https://visualskins.com/skin/cold,Cold,"If you are a fan of the winter season, you will surely want this rainmeter skin on your desktop. The wallpaper also comes with skin. The theme of this skin portrays a cold weather. The skin is capable of displaying the time and date along with weather info on your desktop. There is also an option of a music player on the skin. The cold theme of the skin is very attractive for the viewers and it makes your desktop look chilled and cool.",https://visualskins.com/i/c/600x400/media/p/667/cold-rainmeter.jpg,https://visualskins.com/media/p/667/cold.rmskin,"clock, music, themes, time and date, weather",,DD-921,Themes,,2.3 MB,15-Jun-21,,2025-05-30T08:12:08.263227,3c7cc9dcfcf087b411e79442a6ddd44d
https://visualskins.com/skin/elementary,Elementary 1.5,"The Elementary 1.5 rainmeter theme is the most natural theme that you can customize in the best way with every widget that you can drag to your desired location. The rainmeter widget that you get with this theme is weather, time, date, cpu, ram, hard drives, internet, and an analog clock. With that, you also get to keep track of the year, month, week, and day.",https://visualskins.com/i/c/600x400/media/p/576/elementary-rainmeter.jpg,https://visualskins.com/media/p/576/elementary-1-5.rmskin,"clock, CPU, HDD, minimalism, network, RAM, system monitor, themes, time and date, weather",4.8 by 5 votes,FlyingHyrax,Themes,,191.6 KB,"Dec. 4, 2018",,2025-05-30T08:12:08.277968,ef77c75fc5eb89875c27f25e3035ebcf
https://visualskins.com/skin/stylistic,Stylistic,"Today in this modern world, style is one of the compulsory parts of ourselves. This rainmeter desktop skin is a stylish clock with a lot of info about the weather in 3 different languages. There is a music player in it, and you can add quick links to your websites as well. The skin size can be modified by the mouse clicks. The stylishness and adaptability of these multiple skins will make your desktop classy and keep you updated always.",https://visualskins.com/i/c/600x400/media/p/675/stylistic-rainmeter.jpg,https://visualskins.com/media/p/675/stylistic.rmskin,"clock, launcher, minimalism, music, themes, time and date, weather",5.0 by 1 votes,HipHopium,Themes,,106.0 KB,"Feb. 18, 2021",,2025-05-30T08:12:08.442843,17efc6ecacd3a956d4a8bebf9e4ce26b
https://visualskins.com/skin/console28,Console28,"This rainmeter skin is based on console 28 brush, and it is available in many color shades. It is quite useful as it has a lot of features like displaying CPU usage and graphs. It also shows your information about your RAM and hard drives. It is like a full console in which you can display anything or do any task on your system. A well put together many pieces of skin. The settings are easy to configure. It can do or display almost any basic thing on your desktop, which is super cool and awesome for anyone.",https://visualskins.com/i/c/600x400/media/p/656/console28-rainmeter.jpg,https://visualskins.com/media/p/656/console28.rmskin,"clock, CPU, launcher, music, RAM, system monitor, themes, time and date, weather",5.0 by 1 votes,Eclectic-Tech,Themes,,228.9 KB,"Feb. 18, 2021",,2025-05-30T08:12:08.506635,096436627e54961a191d1fa0e93fb54f
https://visualskins.com/skin/aemstel,Aemstel,"Are you a person who would want to have all the main and important information on your desktop? This one rainmeter suite can do that for you. It will show you all the info about date and time, weather and forecast, notifications, and CPU usage and performance on one side of your desktop. Not forget the music player. The position, size, font size, and color of the skin can be easily modified. The configuration is easy through the Settings panel. You will remain updated about your pc and other information all the time through this skin.",https://visualskins.com/i/c/600x400/media/p/674/aemstel-rainmeter.jpg,https://visualskins.com/media/p/674/aemstel.rmskin,"clock, CPU, e-mail, HDD, minimalism, music, network, RAM, system monitor, themes",5.0 by 1 votes,HipHopium,Themes,,980.8 KB,"Feb. 18, 2021",,2025-05-30T08:12:08.691020,add0a12250d17cd4bd41774a994b0252
https://visualskins.com/skin/sky-light,Sky Light,"This rainmeter theme is a combination of different skins, which include Date & Time, weather info, CPU details, drive storage, and power controls. Choose any of these widgets and it automatically resizes itself according to the dimension of the screen and shows all the info on one side of the screen. The benefit is that this one theme keeps you updated about all the important things about your pc.",https://visualskins.com/i/c/600x400/media/p/671/sky-light-rainmeter.jpg,https://visualskins.com/media/p/671/sky-light.rmskin,"clock, CPU, HDD, system monitor, themes, time and date, weather",,SparkShredder,Themes,,654.0 KB,2-Jun-21,,2025-05-30T08:12:08.698742,e5ba1f6426d892a3a8e77a0583f45409
https://visualskins.com/skin/raincalc,RainCalc,"For those too bad at Math but having an interaction with numbers and mathematical calculations way too much throughout the day, the RainCalc is a great skin for rainmeter that can be easily used by anyone having a compatible system. This skin comes with an easy to use calculator widget that you can access right from your PCs home screen. You can perform both the simple addition and subtraction functions as well as the higher calculations within minutes using this widget.",https://visualskins.com/i/c/600x400/media/p/761/raincalc-rainmeter.jpg,https://visualskins.com/media/p/761/raincalc.rmskin,themes,,,Themes,,2.0 KB,"Sept. 21, 2020",,2025-05-30T08:12:08.925168,a4100de9d52156b8e0907395158d2881
https://visualskins.com/skin/cntr,cntr,"This rainmeter skin allows for a great deal of control over your system monitoring with a wide range of widgets and features that you can get directly displayed on your home screen. Weather, RSS, music player and many more with the choices of any color you like and customize the skin as per your needs. You can also get all the apps launcher displayed on your home screen to have easy access and get to know about the system-related information right away.",https://visualskins.com/i/c/600x400/media/p/762/cntr-rainmeter.jpg,https://visualskins.com/media/p/762/cntr.rmskin,"CPU, music, RAM, system monitor, themes, time and date, weather, WiFi",,,Themes,,3.6 MB,"Sept. 4, 2019",,2025-05-30T08:12:09.007523,479eb8560c5e5d219792a614d2e754bb
https://visualskins.com/skin/rgb-code,RGB Code,"An easily customizable and simple skin for rainmeter that allows you to thematically have an access to how is your computer screen going to look like in terms of color. Using this skin, you can easily make up a color mix of red blue and green on your own to have it displayed on your screen. This color grading option allows for a great friendly usage of your PC since you make it look like how you exactly want it.",https://visualskins.com/i/c/600x400/media/p/760/rgb-code-rainmeter.jpg,https://visualskins.com/media/p/760/rgb_code.rmskin,themes,,,Themes,,44.8 KB,"Sept. 21, 2020",,2025-05-30T08:12:09.167981,35d9f372df5e2ede5826700bf476b7f0
https://visualskins.com/skin/robik,Robik,"A very chic and ethnic rainmeter skin, Robik comes with a lot of widgets and makes it easier for you to have greater control over your PC right from the desktop along with staying aware of the date, system statistics, weather, and time throughout. The customization options allow you to set the time and temperature in whatever variant you are comfortable with and different language options make this skin even more user-friendly. The colors, music visualizer, fonts, and designing of this skin are beautiful to unmatchable extents and you are surely going to love this one.",https://visualskins.com/i/c/600x400/media/p/677/robik-rainmeter.jpg,https://visualskins.com/media/p/677/robik.rmskin,"clock, CPU, HDD, minimalism, music, network, system monitor, themes, time and date, visualizer",5.0 by 1 votes,HipHopium,Themes,,1001.8 KB,"Feb. 21, 2019",,2025-05-30T08:12:09.236708,cd7a35244febbdd30fcbddb4ca520350
https://visualskins.com/skin/gemini-suite,The Gemini Suite,"This is a great rainmeter skin especially for those who love aesthetic vibes all over their desktop screen. This customizable skin comes with date and time widgets, a colored bar, side bars as well as the now Playing and muting options for the audio being played. Intimating you about your computers output in terms of CPU and RAM, this skin has the power to transform your desktop into something fun and funky. You are going to love how you can get both the time and the date displayed at your screen together with the easier launcher.",https://visualskins.com/i/c/600x400/media/p/714/gemini-suite-rainmeter.jpg,https://visualskins.com/media/p/714/the_gemini_suite.rmskin,"CPU, RAM, system monitor, themes, time and date",,TruCola,Themes,,10.6 MB,"Aug. 18, 2019",,2025-05-30T08:12:09.412249,e94abfaeb459fd6a6a94743a61ba20e7
https://visualskins.com/skin/rack-modules,Rack Modules,"You are surely going to love this skin for rainmeter on your desktop with little cute racks for every widget. The skin comes with different variants allowing you to monitor your PCs working, playing MP3 and radio internet, knowing about the weather forecast for the upcoming 96 hours, getting a calendar with alarm displayed and much more. The skin comes with customizability in terms of colors and languages and has fonts, cursors, and sounds included as well.",https://visualskins.com/i/c/600x400/media/p/669/rack-modules-rainmeter.jpg,https://visualskins.com/media/p/669/rack-modules.rmskin,"calendar, clock, CPU, HDD, music, network, system monitor, themes, time and date, weather",,,Themes,,1.7 MB,"Feb. 20, 2019",,2025-05-30T08:12:09.489848,15aafa5b820e0326844fdcfba2ff51e5
https://visualskins.com/skin/youtube-dl-interface,Youtube-dl Interface,Everyone has their favorite videos to download from YouTube and what is better than having a downloading interface right on your desktop? This Rainmeter skin is right on this purpose that you can get and download any video from YouTube. You just need to enter the URL link of the relevant video in the URL bar and you can download the video on your computer. You can set the downloader window anywhere on your desktop.,https://visualskins.com/i/c/600x400/media/p/772/youtube-dl-interface-rainmeter.jpg,https://visualskins.com/media/p/772/youtube_dl_interface.rmskin,themes,,Corvust,Themes,,6.3 MB,"Jan. 28, 2020",,2025-05-30T08:12:09.648261,954895195bc4f002be7ffb0e572befa8
https://visualskins.com/skin/simply-nova,Simply Nova,"This amazing and great Rainmeter skin comes with so many different features. A vertical bar with the detailed functionalities of your PC like what is your network and how much speed it is having. It also has the information on CPU usage, drives, and allows you to empty your trash with one click. On the bottom right, it gives two icons, one for Facebook and another for Google+ and at the bottom left it gives time, date, and weather information of present-day and three days ahead.",https://visualskins.com/i/c/600x400/media/p/764/simply-nova-rainmeter.jpg,https://visualskins.com/media/p/764/simply_nova.rmskin,"calendar, clock, CPU, network, RAM, system monitor, themes, weather",,NovaSev,Themes,,545.7 KB,"Jan. 28, 2020",,2025-05-30T08:12:09.894744,f297ce737d8febfa5b6cc4e15e906f43
https://visualskins.com/skin/jrvis-shield-os,J.A.R.V.I.S. + S.H.I.E.LD. OS,"This theme lays out all the system info, functions and programs on your desktop in a more elaborate and captivating way. The main highlight of the theme is the 3 JARVIS rotators (Big, Holo and Old) and the Iron Man image that sits boldly at the centre of the screen. The graphics quality of the JARBIS + SHIELD theme is top notch and the smooth animations that come with it are appealing. The theme comes with skins showing battery level, clock, CPU utilization, music player, RAM usage, network status; recycle bin, volume control, weather, disk space and tome & date. It also comes with a wallpaper, launcher and special effects.",https://visualskins.com/i/c/600x400/media/p/392/jrvis-shield-os-rainmeter.jpg,https://visualskins.com/media/p/392/jarvis-shield-os.rmskin,"battery, clock, CPU, effects, HDD, launcher, music, network, RAM, recycle bin",5.0 by 6 votes,yash1331,Themes,,12.0 MB,"Aug. 11, 2018",,2025-05-30T08:12:09.941367,9603c0372eceee66d30679918feeee6f
https://visualskins.com/skin/beijing-forbidden-city-vr11,Beijing Forbidden City VR1.1,"Beijing Forbidden city rainmeter theme has skins neatly docked on the upper and lower side of the screen, providing great eligibility and portraying a great deal of minimalism. Within the theme lies skins for time & date, calendar, clock, CPU, RAM as well as Windows dock (for Explorer, calculator, control panel etc). The theme proffers a number of settings that can allow you to change text color, font face, font size and more, all to your liking. Configuring the theme is easy with the Settings panel.",https://visualskins.com/i/c/600x400/media/p/653/beijing-forbidden-city-vr11-rainmeter.jpg,https://visualskins.com/media/p/653/beijing-forbidden-city-vr11.rmskin,"calendar, clock, CPU, RAM, themes, time and date",5.0 by 1 votes,sephirotess,Themes,,542.0 KB,"Feb. 12, 2019",,2025-05-30T08:12:09.932592,3251be43588c2be32f72c92e73f4b58e
